Sample,Trial,Elapsed,Data
186,0,1.9267773628234863,3.4234
187,0,1.9369621276855469,3.4207
188,0,1.9471120834350586,3.4194
189,0,1.9574487209320068,3.4246
190,0,1.968024492263794,3.4246
191,0,1.9784462451934814,3.4187
192,0,1.988710880279541,3.4247
193,0,1.9993610382080078,3.4152
194,0,2.0097193717956543,3.4256
195,0,2.020087718963623,3.4182
196,0,2.0301907062530518,3.4152
197,0,2.0406546592712402,3.4249
198,0,2.05094575881958,3.4249
199,0,2.061352014541626,3.4216
200,0,2.07177472114563,3.4261
201,0,2.081977367401123,3.4237
202,0,2.0921339988708496,3.4279
203,0,2.102616786956787,3.421
204,0,2.11316180229187,3.4225
205,0,2.1238207817077637,3.4225
206,0,2.1341745853424072,3.4225
207,0,2.1442651748657227,3.4241
208,0,2.1544594764709473,3.4188
209,0,2.16500186920166,3.4214
210,0,2.1751363277435303,3.4225
211,0,2.185715675354004,3.4238
212,0,2.1958374977111816,3.4164
213,0,2.20617413520813,3.4164
214,0,2.2167205810546875,3.4252
215,0,2.227052688598633,3.4217
216,0,2.237200975418091,3.4194
217,0,2.247758626937866,3.4234
218,0,2.258192777633667,3.4208
219,0,2.268439769744873,3.4175
220,0,2.2789785861968994,3.4175
221,0,2.289226531982422,3.422
222,0,2.299791097640991,3.4194
223,0,2.310356378555298,3.4246
224,0,2.3209352493286133,3.4173
225,0,2.331498861312866,3.4182
226,0,2.3417603969573975,3.4191
227,0,2.352254629135132,3.425
228,0,2.36248517036438,3.425
229,0,2.3725786209106445,3.4217
230,0,2.382903575897217,3.4238
231,0,2.3931052684783936,3.4169
232,0,2.403306484222412,3.4211
233,0,2.413848400115967,3.4185
234,0,2.4244914054870605,3.4187
235,0,2.435051441192627,3.4211
236,0,2.4456498622894287,3.4211
237,0,2.4558517932891846,3.4181
238,0,2.466181755065918,3.4256
239,0,2.4767651557922363,3.416
240,0,2.4872777462005615,3.4216
241,0,2.4974470138549805,3.421
242,0,2.508002758026123,3.4231
243,0,2.5181868076324463,3.4231
244,0,2.528306722640991,3.4237
245,0,2.53861927986145,3.4145
246,0,2.549107789993286,3.4232
247,0,2.5594942569732666,3.4253
248,0,2.5696141719818115,3.414
249,0,2.5798113346099854,3.4255
250,0,2.5901856422424316,3.4255
251,0,2.6003386974334717,3.4193
252,0,2.6109018325805664,3.4199
253,0,2.6210319995880127,3.4243
254,0,2.631192207336426,3.4205
255,0,2.641667604446411,3.429
256,0,2.652143716812134,3.4229
257,0,2.6626949310302734,3.4143
258,0,2.6730241775512695,3.4143
259,0,2.6834354400634766,3.4222
260,0,2.6936521530151367,3.419
261,0,2.7041051387786865,3.4287
262,0,2.714657783508301,3.412
263,0,2.7248923778533936,3.4225
264,0,2.735133171081543,3.4196
265,0,2.745473861694336,3.4196
266,0,2.755730390548706,3.4179
267,0,2.7660491466522217,3.4172
268,0,2.77646803855896,3.4229
269,0,2.786914110183716,3.4202
270,0,2.7975308895111084,3.4204
271,0,2.8079159259796143,3.4243
272,0,2.8181729316711426,3.4201
273,0,2.8283398151397705,3.4201
274,0,2.838744640350342,3.4182
275,0,2.8493685722351074,3.424
276,0,2.859947681427002,3.4197
277,0,2.870105028152466,3.4214
278,0,2.8802003860473633,3.4219
279,0,2.890343427658081,3.424
280,0,2.9006259441375732,3.424
281,0,2.9107916355133057,3.421
282,0,2.9213500022888184,3.4229
283,0,2.93173885345459,3.4196
284,0,2.942075252532959,3.4194
285,0,2.9523074626922607,3.4213
286,0,2.9628524780273438,3.4272
287,0,2.9730989933013916,3.4272
288,0,2.983532190322876,3.4202
289,0,2.993668794631958,3.4197
290,0,3.0038254261016846,3.417
291,0,3.0144011974334717,3.4197
292,0,3.024726152420044,3.4197
293,0,3.0349009037017822,3.4204
294,0,3.0454609394073486,3.4276
295,0,3.0555646419525146,3.4276
296,0,3.0657379627227783,3.4196
297,0,3.075944185256958,3.4217
298,0,3.0860936641693115,3.4199
299,0,3.096179485321045,3.4213
300,0,3.1063992977142334,3.4225
301,0,3.1168036460876465,3.4225
302,0,3.1271097660064697,3.4241
303,0,3.1373910903930664,3.427
304,0,3.1475770473480225,3.4196
305,0,3.1579747200012207,3.4188
306,0,3.168436050415039,3.4249
307,0,3.178882122039795,3.4231
308,0,3.1894314289093018,3.424
309,0,3.199679374694824,3.424
310,0,3.209977626800537,3.4205
311,0,3.2205333709716797,3.4175
312,0,3.231074333190918,3.427
313,0,3.241300582885742,3.4229
314,0,3.2519257068634033,3.4166
315,0,3.262319326400757,3.4155
316,0,3.2727153301239014,3.4196
317,0,3.2830111980438232,3.4196
318,0,3.2935268878936768,3.416
319,0,3.303830623626709,3.4208
320,0,3.3144493103027344,3.4211
321,0,3.3248627185821533,3.4226
322,0,3.335071325302124,3.4169
323,0,3.3454160690307617,3.4222
324,0,3.3556463718414307,3.4222
325,0,3.3657448291778564,3.4234
326,0,3.3759653568267822,3.4211
327,0,3.3862342834472656,3.4205
328,0,3.3963589668273926,3.4196
329,0,3.40682315826416,3.421
330,0,3.416971206665039,3.4246
331,0,3.4273431301116943,3.4246
332,0,3.4376425743103027,3.4235
333,0,3.447845697402954,3.4197
334,0,3.4583027362823486,3.4167
335,0,3.4688405990600586,3.4191
336,0,3.478976011276245,3.422
337,0,3.489140033721924,3.4213
338,0,3.4996774196624756,3.4213
339,0,3.509904623031616,3.4258
340,0,3.5202014446258545,3.4201
341,0,3.5303268432617188,3.4178
342,0,3.5407931804656982,3.4176
343,0,3.551175832748413,3.4229
344,0,3.5614569187164307,3.4175
345,0,3.5718071460723877,3.4175
346,0,3.5819432735443115,3.4243
347,0,3.5922436714172363,3.4229
348,0,3.6025402545928955,3.4172
349,0,3.6130871772766113,3.4222
350,0,3.6238718032836914,3.4231
351,0,3.6339919567108154,3.4223
352,0,3.644538640975952,3.4278
353,0,3.6547036170959473,3.4278
354,0,3.6652605533599854,3.4202
355,0,3.67568302154541,3.4263
356,0,3.6860787868499756,3.4181
357,0,3.6966733932495117,3.4207
358,0,3.7069201469421387,3.4188
359,0,3.717409133911133,3.4246
360,0,3.727686882019043,3.4216
361,0,3.7382001876831055,3.4216
362,0,3.748589277267456,3.4241
363,0,3.7588765621185303,3.4264
364,0,3.7694578170776367,3.421
365,0,3.780017375946045,3.4229
366,0,3.790395498275757,3.4155
367,0,3.8005151748657227,3.4196
368,0,3.8108794689178467,3.4196
369,0,3.8214221000671387,3.4184
370,0,3.8320319652557373,3.4234
371,0,3.8421213626861572,3.4225
372,0,3.8522655963897705,3.4204
373,0,3.862391471862793,3.426
374,0,3.8729138374328613,3.4258
375,0,3.883606195449829,3.4202
376,0,3.893874168395996,3.4202
377,0,3.9040164947509766,3.4154
378,0,3.914562702178955,3.4185
379,0,3.9246819019317627,3.4196
380,0,3.9352211952209473,3.4197
381,0,3.945507764816284,3.4169
382,0,3.9557549953460693,3.4234
383,0,3.9660685062408447,3.4234
384,0,3.976365327835083,3.4169
385,0,3.9869461059570312,3.4223
386,0,3.997105121612549,3.419
387,0,4.007495641708374,3.4199
388,0,4.01801609992981,3.4232
389,0,4.028568267822266,3.4249
390,0,4.038893699645996,3.4219
391,0,4.04949688911438,3.4219
392,0,4.059988975524902,3.4293
393,0,4.070578336715698,3.4169
394,0,4.080821514129639,3.419
395,0,4.091016054153442,3.4258
396,0,4.101463556289673,3.4173
397,0,4.112017869949341,3.4151
398,0,4.122474908828735,3.4213
399,0,4.132788419723511,3.4213
400,0,4.143216848373413,3.4256
401,0,4.153502941131592,3.4217
402,0,4.1641035079956055,3.4194
403,0,4.174548864364624,3.4202
404,0,4.185046195983887,3.4187
405,0,4.195432186126709,3.425
406,0,4.2055909633636475,3.425
407,0,4.2163636684417725,3.4175
408,0,4.226549386978149,3.4204
409,0,4.236912965774536,3.4241
410,0,4.247097969055176,3.424
411,0,4.257750034332275,3.4184
412,0,4.26802921295166,3.4235
413,0,4.27813196182251,3.4188
414,0,4.2885894775390625,3.4188
415,0,4.299043655395508,3.4223
416,0,4.30937123298645,3.4208
417,0,4.319885969161987,3.4223
418,0,4.33049201965332,3.4234
419,0,4.340808391571045,3.4225
420,0,4.351029872894287,3.4205
421,0,4.3615851402282715,3.4205
422,0,4.371732473373413,3.424
423,0,4.382085084915161,3.4201
424,0,4.392406225204468,3.4272
425,0,4.402658462524414,3.4235
426,0,4.413195848464966,3.4179
427,0,4.423763036727905,3.419
428,0,4.434051752090454,3.4213
429,0,4.4446446895599365,3.4213
430,0,4.454789638519287,3.4249
431,0,4.465330600738525,3.4204
432,0,4.475520372390747,3.4276
433,0,4.4856226444244385,3.4226
434,0,4.495866775512695,3.4252
435,0,4.506314992904663,3.4226
436,0,4.516858816146851,3.4226
437,0,4.5273277759552,3.4252
438,0,4.5376691818237305,3.4252
439,0,4.548174619674683,3.4208
440,0,4.558638334274292,3.4258
441,0,4.569203615188599,3.419
442,0,4.579354524612427,3.4207
443,0,4.589823246002197,3.425
444,0,4.600260496139526,3.425
445,0,4.610708475112915,3.4146
446,0,4.6209235191345215,3.426
447,0,4.6314918994903564,3.421
448,0,4.641780138015747,3.427
449,0,4.652136564254761,3.4279
450,0,4.662678241729736,3.4181
451,0,4.672837972640991,3.4181
452,0,4.683568239212036,3.4205
453,0,4.693781137466431,3.4216
454,0,4.704075574874878,3.4226
455,0,4.714624881744385,3.4207
456,0,4.724848031997681,3.4263
457,0,4.735215425491333,3.421
458,0,4.745785474777222,3.4229
459,0,4.756238222122192,3.4229
460,0,4.766751766204834,3.4158
461,0,4.776887655258179,3.4175
462,0,4.787122964859009,3.4223
463,0,4.7977118492126465,3.421
464,0,4.807867765426636,3.4255
465,0,4.818156003952026,3.4216
466,0,4.82825493812561,3.4216
467,0,4.838842391967773,3.421
468,0,4.84926438331604,3.4231
469,0,4.859762191772461,3.4211
470,0,4.870379209518433,3.417
471,0,4.8810038566589355,3.4222
472,0,4.8911802768707275,3.4208
473,0,4.901708364486694,3.4204
474,0,4.911937236785889,3.4204
475,0,4.9223926067352295,3.4219
476,0,4.932621240615845,3.4181
477,0,4.942858695983887,3.4243
478,0,4.9533371925354,3.4201
479,0,4.963900089263916,3.4217
480,0,4.974308013916016,3.4196
481,0,4.984774351119995,3.4229
482,0,4.994948863983154,3.4229
483,0,5.005056381225586,3.4154
484,0,5.015770196914673,3.4225
485,0,5.026015758514404,3.4234
486,0,5.036304950714111,3.4178
487,0,5.0468573570251465,3.421
488,0,5.0571489334106445,3.4238
489,0,5.067623615264893,3.4238
490,0,5.077918291091919,3.4235
491,0,5.088219165802002,3.416
492,0,5.098483562469482,3.4225
493,0,5.108986854553223,3.4247
494,0,5.119221448898315,3.4185
495,0,5.129487037658691,3.4164
496,0,5.139759540557861,3.4207
497,0,5.149843454360962,3.4207
498,0,5.160061597824097,3.4244
499,0,5.170344114303589,3.4179
500,0,5.180565595626831,3.4132
501,0,5.1909284591674805,3.4226
502,0,5.201287269592285,3.4249
503,0,5.211561679840088,3.4194
504,0,5.221798896789551,3.4194
505,0,5.232027530670166,3.421
506,0,5.242483854293823,3.4226
507,0,5.252626180648804,3.4142
508,0,5.262905597686768,3.4261
509,0,5.273051500320435,3.4176
510,0,5.283676862716675,3.4176
511,0,5.294016361236572,3.4176
512,0,5.3044517040252686,3.4219
513,0,5.31474494934082,3.4235
514,0,5.324955940246582,3.4246
515,0,5.335292100906372,3.4184
516,0,5.345674276351929,3.4234
517,0,5.35604190826416,3.4211
518,0,5.366338729858398,3.4211
519,0,5.3768510818481445,3.4154
520,0,5.387134790420532,3.4219
521,0,5.397704362869263,3.4216
522,0,5.407848834991455,3.4207
523,0,5.418139934539795,3.4185
524,0,5.428223133087158,3.4205
525,0,5.438584566116333,3.4205
526,0,5.4488067626953125,3.4255
527,0,5.459123134613037,3.4264
528,0,5.4693989753723145,3.4184
529,0,5.479551076889038,3.421
530,0,5.489801406860352,3.4272
531,0,5.500062704086304,3.4216
532,0,5.510696649551392,3.4216
533,0,5.521116495132446,3.4197
534,0,5.5316102504730225,3.4196
535,0,5.541764497756958,3.4194
536,0,5.552359580993652,3.4249
537,0,5.562906980514526,3.4205
538,0,5.573373794555664,3.4213
539,0,5.583725214004517,3.4249
540,0,5.593804121017456,3.4249
541,0,5.604386329650879,3.4194
542,0,5.614936590194702,3.4247
543,0,5.62509560585022,3.4222
544,0,5.635645627975464,3.4188
545,0,5.646109342575073,3.4237
546,0,5.656312942504883,3.4223
547,0,5.666666746139526,3.4169
548,0,5.67687201499939,3.4169
549,0,5.687174081802368,3.4222
550,0,5.697739362716675,3.4228
551,0,5.708017826080322,3.4211
552,0,5.718202829360962,3.4152
553,0,5.7284533977508545,3.4284
554,0,5.7387731075286865,3.425
555,0,5.749258756637573,3.425
556,0,5.759403467178345,3.4193
557,0,5.76993727684021,3.4219
558,0,5.78048038482666,3.424
559,0,5.79060173034668,3.4181
560,0,5.801058530807495,3.4229
561,0,5.8116655349731445,3.4137
562,0,5.82218599319458,3.4219
563,0,5.832814931869507,3.4219
564,0,5.8431172370910645,3.4204
565,0,5.853420972824097,3.4225
566,0,5.863968372344971,3.4237
567,0,5.874505996704102,3.4241
568,0,5.884912490844727,3.4185
569,0,5.894991159439087,3.4184
570,0,5.905364751815796,3.4184
571,0,5.915485620498657,3.4222
572,0,5.925734519958496,3.4238
573,0,5.936077117919922,3.4178
574,0,5.946401596069336,3.4217
575,0,5.9567320346832275,3.4191
576,0,5.967066287994385,3.4225
577,0,5.977317810058594,3.4232
578,0,5.987700939178467,3.4232
579,0,5.9977827072143555,3.4213
580,0,6.008109092712402,3.4256
581,0,6.018291234970093,3.4207
582,0,6.028889417648315,3.4208
583,0,6.039327383041382,3.4272
584,0,6.049632787704468,3.4216
585,0,6.059913873672485,3.4216
586,0,6.070110559463501,3.4213
587,0,6.080393314361572,3.4284
588,0,6.090660095214844,3.4253
589,0,6.101208209991455,3.4173
590,0,6.1113409996032715,3.4252
591,0,6.121440887451172,3.4178
592,0,6.131861448287964,3.4178
593,0,6.142004728317261,3.4234
594,0,6.152421712875366,3.4194
595,0,6.16297721862793,3.4241
596,0,6.173128366470337,3.4225
597,0,6.183549404144287,3.4261
598,0,6.194112777709961,3.4188
599,0,6.204621076583862,3.4188
600,0,6.215165138244629,3.4226
601,0,6.225404739379883,3.4232
602,0,6.235678672790527,3.4222
603,0,6.246122598648071,3.4222
604,0,6.256557941436768,3.4238
605,0,6.266901016235352,3.4145
606,0,6.277413845062256,3.4201
607,0,6.287770509719849,3.4201
608,0,6.298364877700806,3.4202
609,0,6.30884861946106,3.425
610,0,6.318927526473999,3.4145
611,0,6.32946252822876,3.4249
612,0,6.339883804321289,3.4204
613,0,6.350086212158203,3.4231
614,0,6.360191583633423,3.4231
615,0,6.3706958293914795,3.4175
616,0,6.380844354629517,3.4253
617,0,6.390944480895996,3.4211
618,0,6.401306867599487,3.4199
619,0,6.411611795425415,3.4188
620,0,6.421867609024048,3.4244
621,0,6.4324915409088135,3.4194
622,0,6.443114757537842,3.4194
623,0,6.453320264816284,3.4197
624,0,6.4636712074279785,3.4219
625,0,6.473780393600464,3.4267
626,0,6.48431921005249,3.4152
627,0,6.494645833969116,3.4269
628,0,6.5051515102386475,3.4188
629,0,6.515434980392456,3.4188
630,0,6.525683164596558,3.4194
631,0,6.5361151695251465,3.4226
632,0,6.546377420425415,3.4231
633,0,6.556796550750732,3.4255
634,0,6.567384958267212,3.4223
635,0,6.57746958732605,3.4182
636,0,6.587804079055786,3.4176
637,0,6.598247528076172,3.4176
638,0,6.608501195907593,3.4261
639,0,6.618905782699585,3.4166
640,0,6.6290483474731445,3.419
641,0,6.639435529708862,3.4201
642,0,6.649506330490112,3.4211
643,0,6.659775972366333,3.4229
644,0,6.670057535171509,3.4229
645,0,6.680618524551392,3.4145
646,0,6.6908957958221436,3.421
647,0,6.701045274734497,3.4225
648,0,6.711302280426025,3.4216
649,0,6.7216715812683105,3.4247
650,0,6.732273817062378,3.4175
651,0,6.742733001708984,3.4175
652,0,6.753037691116333,3.4217
653,0,6.76357889175415,3.419
654,0,6.7738425731658936,3.4263
655,0,6.784179449081421,3.4196
656,0,6.794305801391602,3.4193
657,0,6.804818153381348,3.4197
658,0,6.8154449462890625,3.422
659,0,6.825865745544434,3.422
660,0,6.836124658584595,3.421
661,0,6.8464674949646,3.4199
662,0,6.856699228286743,3.4207
663,0,6.866939306259155,3.4204
664,0,6.877223968505859,3.4184
665,0,6.887299299240112,3.4223
666,0,6.897445201873779,3.4223
667,0,6.908083200454712,3.427
668,0,6.91849422454834,3.4228
669,0,6.928689956665039,3.4238
670,0,6.939134120941162,3.4222
671,0,6.9492340087890625,3.424
672,0,6.9595561027526855,3.4272
673,0,6.9697041511535645,3.4272
674,0,6.979943037033081,3.4161
675,0,6.990014553070068,3.4207
676,0,7.0003228187561035,3.4202
677,0,7.010734558105469,3.4213
678,0,7.021046876907349,3.4266
679,0,7.031124591827393,3.4238
680,0,7.041697025299072,3.4238
681,0,7.0520501136779785,3.417
682,0,7.0623297691345215,3.4226
683,0,7.072626352310181,3.4249
684,0,7.083073854446411,3.425
685,0,7.093329429626465,3.4152
686,0,7.103777170181274,3.4252
687,0,7.113885164260864,3.4252
688,0,7.124202013015747,3.4211
689,0,7.134752035140991,3.4188
690,0,7.144886493682861,3.4196
691,0,7.15503454208374,3.421
692,0,7.165314197540283,3.4208
693,0,7.175821304321289,3.4237
694,0,7.186338663101196,3.4158
695,0,7.196690559387207,3.4158
696,0,7.207111120223999,3.4178
697,0,7.2173051834106445,3.4214
698,0,7.2275378704071045,3.4223
699,0,7.237743139266968,3.4205
700,0,7.247840404510498,3.4244
701,0,7.25815486907959,3.4223
702,0,7.2684526443481445,3.4223
703,0,7.278995037078857,3.4241
704,0,7.289530515670776,3.4194
705,0,7.299865961074829,3.4211
706,0,7.31042218208313,3.424
707,0,7.320657730102539,3.4219
708,0,7.330910921096802,3.426
709,0,7.341344833374023,3.426
710,0,7.3514862060546875,3.4191
711,0,7.361998796463013,3.4214
712,0,7.372488021850586,3.4232
713,0,7.383075714111328,3.4217
714,0,7.3932836055755615,3.4194
715,0,7.403572082519531,3.4275
716,0,7.414117336273193,3.4164
717,0,7.424449920654297,3.4164
718,0,7.4349682331085205,3.421
719,0,7.4455225467681885,3.4211
720,0,7.455890417098999,3.4184
721,0,7.466475486755371,3.4216
722,0,7.476624250411987,3.4232
723,0,7.48710298538208,3.4246
724,0,7.497357130050659,3.4184
725,0,7.508007287979126,3.4184
726,0,7.518244743347168,3.4231
727,0,7.528443813323975,3.4205
728,0,7.538965225219727,3.4182
729,0,7.549607038497925,3.4197
730,0,7.55984354019165,3.4187
731,0,7.570225954055786,3.4241
732,0,7.580412149429321,3.4241
733,0,7.590528964996338,3.427
734,0,7.600704669952393,3.4199
735,0,7.61127495765686,3.4194
736,0,7.621703386306763,3.421
737,0,7.632059574127197,3.4266
738,0,7.6424384117126465,3.4208
739,0,7.6529364585876465,3.4164
740,0,7.6634886264801025,3.4164
741,0,7.673695802688599,3.422
742,0,7.683827638626099,3.4208
743,0,7.694236516952515,3.4199
744,0,7.7046263217926025,3.4226
745,0,7.715180158615112,3.4164
746,0,7.725541591644287,3.4228
747,0,7.735837697982788,3.4228
748,0,7.746434688568115,3.4232
749,0,7.7570250034332275,3.4264
750,0,7.767520427703857,3.4208
751,0,7.77789044380188,3.4202
752,0,7.788461923599243,3.4185
753,0,7.798752784729004,3.4214
754,0,7.809273958206177,3.4179
755,0,7.819442510604858,3.4179
756,0,7.829981565475464,3.4191
757,0,7.840505838394165,3.4175
758,0,7.8505895137786865,3.4179
759,0,7.861172437667847,3.4284
760,0,7.871670961380005,3.4225
761,0,7.882119655609131,3.4201
762,0,7.892408847808838,3.4229
763,0,7.902508735656738,3.4229
764,0,7.913051605224609,3.4175
765,0,7.9235734939575195,3.4243
766,0,7.93376612663269,3.4201
767,0,7.943906784057617,3.4199
768,0,7.954463481903076,3.4194
769,0,7.964535713195801,3.4252
770,0,7.9747607707977295,3.4252
771,0,7.985299825668335,3.419
772,0,7.995695352554321,3.4196
773,0,8.00615906715393,3.4202
774,0,8.016473293304443,3.4226
775,0,8.026609897613525,3.4228
776,0,8.036808013916016,3.4225
777,0,8.047293663024902,3.4225
778,0,8.05744743347168,3.4229
779,0,8.067640781402588,3.4149
780,0,8.077972173690796,3.4185
781,0,8.088390350341797,3.4219
782,0,8.098997116088867,3.4253
783,0,8.109535455703735,3.416
784,0,8.119670867919922,3.419
785,0,8.129770517349243,3.419
786,0,8.140347480773926,3.4234
787,0,8.15082335472107,3.4178
788,0,8.161197900772095,3.4213
789,0,8.171462774276733,3.4182
790,0,8.181846380233765,3.4164
791,0,8.192270755767822,3.4237
792,0,8.20263671875,3.4237
793,0,8.21318531036377,3.4148
794,0,8.22353458404541,3.4249
795,0,8.233629941940308,3.4241
796,0,8.244068622589111,3.4188
797,0,8.2544686794281,3.4228
798,0,8.265074491500854,3.4243
799,0,8.275455474853516,3.4261
800,0,8.28589653968811,3.4261
